fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,categoria
7.463036886136193,0.31554446707957107,0.3177722335397855,2.2962038923297587,0.06318481556931904,19.777223353978552,35.777223353978556,0.9952,3.3214685449261663,0.8229869879942627,11.773926227727614,premium
10.4,0.31422128693326346,0.6001957642072754,2.624680965925149,0.08242212869332635,5.1753190340748505,21.82468096592515,0.9994142981250353,3.2582468096592514,0.7890893295409582,11.129872386370058,premium
9.134780920790218,0.33173710494826314,0.38912756534337284,2.206514143555987,0.060217526336782456,12.652190792097807,26.304381584195614,0.9951739123683161,3.2878247366321753,0.8226095396048904,12.256494732643509,premium
10.825388693208655,0.4437158003346435,0.6021983847440936,3.2337531575787155,0.08667801615255906,6.0,19.678016152559064,0.9974168470487795,3.165758707795275,0.7103404845767719,11.840562849114153,premium
6.485670090010522,0.6026666007377481,0.3405608216025254,4.283303055629884,0.04773707214401684,23.639566882103118,178.11653505682494,0.9927300437073632,3.326809899837643,0.702348867758569,12.696012374797053,premium
6.601627215762396,0.44937310971863637,0.35010848105082637,2.1068113080677686,0.09226702827016942,24.869197891185948,54.198915189491736,0.9953481975657049,3.6224533206000413,0.6720433924203306,12.113080210881405,premium
5.312137001364484,0.5143000549803673,0.10635889959065474,2.0786299863551583,0.04775725997271032,15.635889959065473,89.48548005457937,0.9918903946079141,3.5436411004093453,0.8763588995906547,13.497890325601285,premium
9.6672071395006,0.32633461719109935,0.4606434945982679,2.2228313762323793,0.07630553311411595,10.0,23.797426021606928,0.9961962778769349,3.2456911225928313,0.85,11.436653828089007,premium
7.853522935453481,0.2875702981875732,0.3660916284260898,1.9316903669316852,0.04988025229888087,4.0,9.31690366931685,0.9934979589447379,3.300739334880742,0.6553522935453481,12.602464449602472,premium
8.389650962543456,0.29862216310979084,0.42448254812717273,2.2252908645471208,0.0707470913545288,9.149418270905759,20.14941827090576,0.9944482670213413,3.3844825481271728,0.7685058172909425,12.580465383275392,premium
9.708047242111565,0.45857881186562766,0.4276282744511071,2.607105940671862,0.0764691768038392,10.734588401919606,18.8672942009598,0.99636635289952,3.2472517538752257,0.6220376520575881,11.321317822015585,premium
7.141672595343007,0.437076515355542,0.26167259534300696,2.058327404656993,0.06812437748898427,14.41672595343007,28.0,0.9952541103442415,3.3145747367526397,0.6979199274386538,10.979199274386538,premium
9.988117326872773,0.38784426507637504,0.42488960014908983,1.9674026656727344,0.0716519466865453,7.488960014908984,20.16298667163633,0.9956371818659709,3.184006401341809,0.7851103998509102,11.230389337309061,premium
5.239494292333856,0.5047907819080324,0.0767218607836212,2.048735730834642,0.046789885846677134,15.394942923338567,88.09241438500786,0.9920680734014312,3.5460505707666146,0.8981517122998429,13.364980974446212,premium
7.12794369129588,0.4960281543520601,0.21158169967116097,1.73198592282397,0.0678787330541573,15.639718456479399,24.0,0.9948361337331723,3.3760281543520603,0.686397184564794,10.821880344003745,premium
9.306027003175965,0.27906943108924076,0.39720829326772233,2.576277724356963,0.08100916105748113,16.0,47.0,0.9969544937339476,3.2932111859002515,0.8715332692283557,11.03302796475063,premium
9.053803295380698,0.30247283360442356,0.5327988303513406,2.6269016476903486,0.11363053702016078,5.752716639557641,16.75271663955764,0.9957026609235525,3.15,0.8927988303513406,11.897826688353886,premium
9.66479174217407,0.37634420421172293,0.4558605105293074,1.5841394894706926,0.0470404910017052,21.158605105293073,41.84139489470692,0.9955914846700625,3.205106876835524,0.8020697447353463,10.657255405236235,premium
6.6,0.8090263973917213,0.028808707591989283,2.2642612277596785,0.05935738772240321,32.595646204005355,48.595646204005355,0.9950260713084305,3.499748029063818,0.5838258481602143,12.21660953143925,premium
11.24116187768665,0.5043687055490464,0.6279608819363081,3.938352062573228,0.11484848933177114,6.128156472254768,13.871843527745233,0.9976436491038492,3.0820391180636917,0.7246212233294278,11.576893883352861,premium
8.061419294372573,0.5835655977323969,0.16526451094622066,1.8175483698207355,0.06558494566069119,3.0584945660691183,16.029247283034557,0.9962184257883118,3.41268817924136,0.912103233580669,10.502924728303455,premium
9.008398425621237,0.3221928274604666,0.346065340045181,2.1825816750564764,0.07673561775734192,11.348366498870474,30.825816750564762,0.9962632191121329,3.3125816750564763,0.8373561775734192,11.599378526298954,premium
7.693304801210168,0.4235565066263277,0.31417568542207897,2.225773973494689,0.06728366456641126,6.0,11.74226026505311,0.995090468155546,3.400050341083232,0.7019582185537176,11.551547946989379,premium
12.730297947759459,0.330214262511097,0.6796250406055802,2.3643454894631155,0.08768630739685057,22.664881145740857,42.329762291481714,0.9981811014321761,3.033297622914817,0.7068095083407314,10.897321718611288,premium
7.653577245762306,0.33129834874167846,0.42662429327163603,1.7487016512583216,0.0822533137390811,30.896132100665724,103.76947523112517,0.9958227346764248,3.361558018490014,0.716656073317909,10.936035964304267,premium
7.969492343040583,0.31215197920966165,0.47640485405487976,1.7678480207903384,0.08589112395016428,32.42784166322707,103.48227968814493,0.9962248084365971,3.338582375051594,0.7291012135137199,10.773291823282124,premium
12.135934048238123,0.3054846166233313,0.5618439571057126,2.4183214343226096,0.08818912117995178,12.0,29.0,0.9992085109651215,3.133664286864522,1.248959884712628,10.145862654173783,premium
9.68249392457042,0.6096402533873226,0.39,2.964987849140839,0.07913908609302807,21.0,58.32853671183097,0.9982369300029331,3.338105493811971,0.7284652404246483,11.41606708897887,premium
8.38357098572616,0.3646266133119582,0.3694025812991331,5.652206503930648,0.06646266133119583,19.522403201282508,37.985064532478326,0.9968696843825507,3.3204480640256504,0.7897012906495666,11.508961280513004,premium
10.201277174343366,0.3402554348686734,0.47987228256566333,2.1,0.05233206532927535,5.006385871716834,9.006385871716834,0.9945931548957367,3.1994891302626534,0.6897445651313266,12.09808423848495,premium
6.42963050653993,0.4387964826397352,0.35537008537452264,1.9138885600475262,0.06927777120095052,14.287038133174914,24.0,0.9945268527945305,3.447129618668251,0.8154627546967665,11.013425213436307,premium
8.789531546923664,0.3819375395898219,0.4404453471410941,2.2766146163248515,0.0652382886730916,33.08463459187871,52.61692691837574,0.9958044534714109,3.2393541534700594,0.9142317295939355,12.093541534700593,premium
8.33198349735338,0.33206952041698345,0.42131696753808034,2.3075255287890304,0.07013169675380804,9.037627643945154,19.981186178027425,0.994298380196824,3.3771779267041135,0.7673660649238393,12.679304795830165,premium
9.579533817541671,0.43636270540333366,0.570044570133167,2.2895440581050006,0.14713232555518313,5.631813527016669,15.368186472983332,0.995930346320502,3.112091188379,0.7152279709474998,12.057730531088332,premium
14.093139229827873,0.6369363375031305,0.6508824959530529,3.336274986510176,0.09844117851361504,7.039214324256639,43.51960716212832,1.0020152956703474,3.0253430385086064,0.6592157135148673,10.81029462840376,premium
8.012392015660545,0.3751008554649417,0.3548991445350583,2.017002851549806,0.06382997148450194,6.365994296900388,12.0,0.9944339480413704,3.370461083588926,0.6577809695269339,11.792795437520311,premium
5.261995613914757,0.7199963449289638,0.04319883037726844,1.4300073101420723,0.04507997075943171,13.460014620284145,89.779897658011,0.9925104035088681,3.5653998537971585,0.8914013158255729,12.953998537971586,premium
12.75596907903023,0.30220154604848853,0.7355969079030229,2.5119381580604574,0.0899364440884763,8.339536185453431,28.220154604848858,0.9992458917766057,3.129550526448366,0.7810077302424429,10.579845395151144,premium
7.2,0.3789301936117304,0.3110698063882696,2.0,0.05664188383296166,15.0,28.893019361173042,0.9947178603872235,3.23,0.7567905808351912,11.3,premium
7.8,0.3821327453494727,0.33963171905085177,2.53271953175142,0.09659186497756286,8.238972097497973,17.23897209749797,0.9971957345093011,3.337169162924939,0.7298158595254258,10.641541853753042,premium
14.315546420293108,0.6528886605073277,0.7141266578676111,4.663340184780169,0.09220153183749388,6.45873342132389,42.54126657867611,1.0027412665786761,3.0050480105588666,0.7029366710661945,10.649519894411332,premium
5.107401599228201,0.42185039980705025,0.004070879575510583,1.8148031984564021,0.04414803198456402,17.92598400771799,88.037007996141,0.9915792519990352,3.6748188805402595,0.7355511994211508,13.598766400128634,premium
12.602561649811607,0.2868374433207737,0.6083744332077372,2.402561649811606,0.08644433815850286,10.974383501883942,28.658127833961313,0.9995974383501884,3.1407684949434818,1.1582954220371753,10.141872166038686,premium
10.310213432059815,0.36652437862678966,0.42,1.9265243786267896,0.07320426864119631,6.6326218931339485,20.734756213732105,0.9963727135273202,3.1657164674806237,0.8855183077851735,10.989786567940184,premium
7.879608431653006,0.5532545194255466,0.3182489937632056,2.5,0.07566014052755009,8.135943788979965,16.796084316530052,0.9925559548403046,3.2210712872918945,0.7193202810551002,13.004839347714023,premium
9.069247081602796,0.284874513600466,0.3320501945598136,2.014121595203262,0.06217992217607456,13.0,27.0,0.9950349381318514,3.2476988326411185,0.8143725680023302,11.658996108803727,premium
8.881168546170935,0.28878801178689684,0.4462337092341871,1.7062771512763548,0.06706277151276355,6.937228487236451,12.0,0.9936416898506769,3.256277151276355,0.5587880117868969,12.262337092341872,premium
8.024845711079674,0.4744560016831708,0.36496914221593496,2.4375771444601626,0.07412731433380489,8.312114277699187,17.93634283309756,0.9929461382704055,3.2561805699858537,0.7356057138849593,12.975154288920326,premium
9.174620765015689,0.30949718827472406,0.42153230004787917,2.142457824120861,0.06962808941852414,10.067837059105171,24.0,0.9953805982712134,3.2713567411821036,0.8594971882747241,11.720351117731552,premium
9.38932550313723,0.33601927133893633,0.48388437196638207,2.621348993725543,0.08483468841008539,12.699036433053184,24.699036433053184,0.9952103854267788,3.320874736296914,0.7419421859831911,12.279614573221274,premium
7.449806506374338,0.5729182791135471,0.06957204620516971,2.2124516265935843,0.06412451626593585,34.875483734064154,47.33462329083775,0.9940445139981174,3.427898929750981,0.7458365582270944,12.37898929750981,premium
8.80570915794372,0.29010259022031576,0.4398974097796843,1.733675300734386,0.06666324699265615,6.932649398531228,12.0,0.993634964348071,3.2627966142790665,0.5614496022496912,12.246119518824983,premium
10.722557966370173,0.42027908955769444,0.45807750123878016,2.6328681840705093,0.08434263631858982,35.0,67.0,0.9989465113805288,3.303286818407051,0.840612387433492,11.217829539823727,premium
12.0044689690082,0.3415059668343548,0.7123293554437635,2.721059069933535,0.10226354419601205,10.03764917085887,28.345883056952957,0.9985698806633129,3.2138353222781184,0.7630823388609409,11.111294751257661,premium
8.420915517767478,0.4475161894920821,0.2924838105079179,5.9379084482232525,0.08892154825376596,6.241831035534954,12.241831035534954,0.9972699337576632,3.3265359137562767,0.6465359137562766,11.341831035534954,premium
9.817664339137478,0.5190219118849969,0.5603941728993722,2.3908515932374974,0.09094160847843692,30.228710169062563,52.045742033812516,0.9970039417289938,3.193659362705001,0.7714355084531282,11.63659362705001,premium
10.358690486767614,0.483022729291999,0.6297229444921901,2.4513852775390492,0.10353149376611416,6.0,15.256926387695248,0.9971843831255371,3.097707791630857,0.6934004304003822,11.787153680615239,premium
9.997348896917739,0.43549312476015745,0.49,2.760975370891987,0.077132555154113,10.946977938354793,18.946977938354795,0.996261293894999,3.2289395587670957,0.6270837866095137,11.623859927740343,premium
10.490663356585708,0.5031531281628521,0.6353316782928538,2.4062244289428616,0.10550613705371319,5.968877855285691,14.937755710571382,0.9973093366434143,3.0887551142114273,0.6624897715771447,11.7595412118714,premium
10.074547381265802,0.39243384803115566,0.6323642143797406,5.410915834430307,0.07324895549522877,39.75243717779953,73.74686648568633,0.9986720438995832,3.2375940054294103,0.8525034816825707,11.549373297137265,premium
8.904068992104506,0.2517077616117569,0.3721146608222074,1.765043120065316,0.05747163856248201,13.0,26.739827519738736,0.9940895991761503,3.1686189728287393,0.6121146608222074,11.443094864143696,premium
7.9,0.3,0.68,8.3,0.05,37.5,286.34089515521924,0.99316,3.01,0.51,12.3,premium
8.802458691645882,0.24393390663340822,0.35393390663340824,1.7221282248129213,0.05492623925062359,13.0,27.0,0.9939660621314463,3.1444256449625843,0.5976219441022285,11.351632524563485,premium
5.1,0.5813496139977155,0.0,1.7022123551528996,0.044,14.088494206115989,86.044247103058,0.992616327799864,3.5626548261834796,0.9353540541789105,12.915486486070298,premium
7.902642189146698,0.37941661314897246,0.35116677370205507,1.8647220438299084,0.07035552701278532,21.647220438299083,55.0,0.9948723335474041,3.3741661314897247,0.7617501605530825,11.420693284894403,premium
8.037507509445133,0.42511356809595335,0.3439778871364199,2.0045427238381337,0.064931859142428,6.0,12.0,0.995052615069985,3.39602211286358,0.70534070428786,11.597728638080932,premium
8.57704074178078,0.21081629671231172,0.39443888732883103,1.8655611126711689,0.06560714807534544,51.16325934246235,79.52551840411428,0.9958563259342462,3.437857038493091,0.8447448159588573,11.183674065753765,premium
7.014965838945855,0.4128420633805038,0.26349202908736613,2.436659075321301,0.08173545891003571,22.26681849357398,36.6832953766065,0.995196832953766,3.3880045548072193,0.7509977225963903,11.846636301285205,premium
9.502624871478147,0.45324583761739506,0.46052497429562944,2.8668854059565123,0.08829513531883737,10.891805412753497,28.44590270637675,0.996667541623826,3.2898687564260927,0.7056722165101399,11.422951353188374,premium
10.394506665126665,0.34810986669746674,0.5248242665473164,1.9283519995379992,0.05058682664895663,21.547253332563333,42.273626666281665,0.9961739130653808,3.185274666743667,0.7744285333833835,10.964175999769001,premium
11.596836950173483,0.5299424900031543,0.6599424900031543,3.646405625197139,0.12095974300220795,6.0,14.00287549984229,0.9977985622500789,3.0501150199936915,0.7397699600126169,11.500862649952687,premium
7.814763739552806,0.3201673088434819,0.3918109916422443,2.918109916422443,0.07118109916422444,16.27854390670792,35.72145609329208,0.9964050192653044,3.320167308843482,0.8770472520894389,12.16072804664604,premium
8.596525726762643,0.3484029082969227,0.31611096194637406,2.1451387024329676,0.07186803131628579,12.097225951340649,30.451387024329676,0.9965065984341858,3.2751387024329675,0.7886803131628578,10.738190155958254,premium
